-3400	5250
-3381.11	5250
-3362.22	5250
-3343.33	5250
-3324.44	5250
-3305.56	5250
-3286.67	5250
-3267.78	5250
-3248.89	5250
-3230	5250
-3211.11	5250
-3192.22	5250
-3173.33	5250
-3154.44	5250
-3135.56	5250
-3116.67	5250
-3097.78	5250
-3078.89	5250
-3060	5250
-3041.11	5250
-3022.22	5250
-3003.33	5250
-2984.44	5250
-2965.56	5250
-2946.67	5250
-2927.78	5250
-2908.89	5250
-2890	5250
-2871.11	5250
-2852.22	5250
-2833.33	5250
-2814.44	5250
-2795.56	5250
-2776.67	5250
-2757.78	5250
-2738.89	5250
-2720	5250
-2701.11	5250
-2682.22	5250
-2663.33	5250
-2644.44	5250
-2625.56	5250
-2606.67	5250
-2587.78	5250
-2568.89	5250
-2550	5250
-2531.11	5250
-2512.22	5250
-2493.33	5250
-2474.44	5250
-2455.56	5250
-2436.67	5250
-2417.78	5250
-2398.89	5250
-2380	5250
-2361.11	5250
-2342.22	5250
-2323.33	5250
-2304.44	5250
-2285.56	5250
-2266.67	5250
-2247.78	5250
-2228.89	5250
-2210	5250
-2191.11	5250
-2172.22	5250
-2153.33	5250
-2134.44	5250
-2115.56	5250
-2096.67	5250
-2077.78	5250
-2058.89	5250
-2040	5250
-2021.11	5250
-2002.22	5250
-1983.33	5250
-1964.44	5250
-1945.56	5250
-1926.67	5250
-1907.78	5250
-1888.89	5250
-1870	5250
-1851.11	5250
-1832.22	5250
-1813.33	5250
-1794.44	5250
-1775.56	5250
-1756.67	5250
-1737.78	5250
-1718.89	5250
-1700	5250
-1681.11	5250
-1662.22	5250
-1643.33	5250
-1624.44	5250
-1605.56	5250
-1586.67	5250
-1567.78	5250
-1548.89	5250
-1530	5250
-1511.11	5250
-1492.22	5250
-1473.33	5250
-1454.44	5250
-1435.56	5250
-1416.67	5250
-1397.78	5250
-1378.89	5250
-1360	5250
-1341.11	5250
-1322.22	5250
-1303.33	5250
-1284.44	5250
-1265.56	5250
-1246.67	5250
-1227.78	5250
-1208.89	5250
-1190	5250
-1171.11	5250
-1152.22	5250
-1133.33	5250
-1114.44	5250
-1095.56	5250
-1076.67	5250
-1057.78	5250
-1038.89	5250
-1020	5250
-1001.11	5250
-982.222	5250
-963.333	5250
-944.444	5250
-925.556	5250
-906.667	5250
-887.778	5250
-868.889	5250
-850	5250
-831.111	5250
-812.222	5250
-793.333	5250
-774.444	5250
-755.556	5250
-736.667	5250
-717.778	5250
-698.889	5250
-680	5250
-661.111	5250
-642.222	5250
-623.333	5250
-604.444	5250
-585.556	5250
-566.667	5250
-547.778	5250
-528.889	5250
-510	5250
-491.111	5250
-472.222	5250
-453.333	5250
-434.444	5250
-415.556	5250
-396.667	5250
-377.778	5250
-358.889	5250
-340	5250
-321.111	5250
-302.222	5250
-283.333	5250
-264.444	5250
-245.556	5250
-226.667	5250
-207.778	5250
-188.889	5250
-170	5250
-151.111	5250
-132.222	5250
-113.333	5250
-94.4443	5250
-75.5557	5250
-56.6667	5250
-37.7778	5250
-18.8889	5250
0	5250
18.8889	5250
37.7778	5250
56.6667	5250
75.5557	5250
94.4443	5250
113.333	5250
132.222	5250
151.111	5250
170	5250
188.889	5250
207.778	5250
226.667	5250
245.556	5250
264.444	5250
283.333	5250
302.222	5250
321.111	5250
340	5250
358.889	5250
377.778	5250
396.667	5250
415.556	5250
434.444	5250
453.333	5250
472.222	5250
491.111	5250
510	5250
528.889	5250
547.778	5250
566.667	5250
585.556	5250
604.444	5250
623.333	5250
642.222	5250
661.111	5250
680	5250
698.889	5250
717.778	5250
736.667	5250
755.556	5250
774.444	5250
793.333	5250
812.222	5250
831.111	5250
850	5250
868.889	5250
887.778	5250
906.667	5250
925.556	5250
944.444	5250
963.333	5250
982.222	5250
1001.11	5250
1020	5250
1038.89	5250
1057.78	5250
1076.67	5250
1095.56	5250
1114.44	5250
1133.33	5250
1152.22	5250
1171.11	5250
1190	5250
1208.89	5250
1227.78	5250
1246.67	5250
1265.56	5250
1284.44	5250
1303.33	5250
1322.22	5250
1341.11	5250
1360	5250
1378.89	5250
1397.78	5250
1416.67	5250
1435.56	5250
1454.44	5250
1473.33	5250
1492.22	5250
1511.11	5250
1530	5250
1548.89	5250
1567.78	5250
1586.67	5250
1605.56	5250
1624.44	5250
1643.33	5250
1662.22	5250
1681.11	5250
1700	5250
1718.89	5250
1737.78	5250
1756.67	5250
1775.56	5250
1794.44	5250
1813.33	5250
1832.22	5250
1851.11	5250
1870	5250
1888.89	5250
1907.78	5250
1926.67	5250
1945.56	5250
1964.44	5250
1983.33	5250
2002.22	5250
2021.11	5250
2040	5250
2058.89	5250
2077.78	5250
2096.67	5250
2115.56	5250
2134.44	5250
2153.33	5250
2172.22	5250
2191.11	5250
2210	5250
2228.89	5250
2247.78	5250
2266.67	5250
2285.56	5250
2304.44	5250
2323.33	5250
2342.22	5250
2361.11	5250
2380	5250
2398.89	5250
2417.78	5250
2436.67	5250
2455.56	5250
2474.44	5250
2493.33	5250
2512.22	5250
2531.11	5250
2550	5250
2568.89	5250
2587.78	5250
2606.67	5250
2625.56	5250
2644.44	5250
2663.33	5250
2682.22	5250
2701.11	5250
2720	5250
2738.89	5250
2757.78	5250
2776.67	5250
2795.56	5250
2814.44	5250
2833.33	5250
2852.22	5250
2871.11	5250
2890	5250
2908.89	5250
2927.78	5250
2946.67	5250
2965.56	5250
2984.44	5250
3003.33	5250
3022.22	5250
3041.11	5250
3060	5250
3078.89	5250
3097.78	5250
3116.67	5250
3135.56	5250
3154.44	5250
3173.33	5250
3192.22	5250
3211.11	5250
3230	5250
3248.89	5250
3267.78	5250
3286.67	5250
3305.56	5250
3324.44	5250
3343.33	5250
3362.22	5250
3381.11	5250
-3400	5228.54
-3381.11	5228.54
-3362.22	5228.54
-3343.33	5228.54
-3324.44	5228.54
-3305.56	5228.54
-3286.67	5228.54
-3267.78	5228.54
-3248.89	5228.54
-3230	5228.54
-3211.11	5228.54
-3192.22	5228.54
-3173.33	5228.54
-3154.44	5228.54
-3135.56	5228.54
-3116.67	5228.54
-3097.78	5228.54
-3078.89	5228.54
-3060	5228.54
-3041.11	5228.54
-3022.22	5228.54
-3003.33	5228.54
-2984.44	5228.54
-2965.56	5228.54
-2946.67	5228.54
-2927.78	5228.54
-2908.89	5228.54
-2890	5228.54
-2871.11	5228.54
-2852.22	5228.54
-2833.33	5228.54
-2814.44	5228.54
-2795.56	5228.54
-2776.67	5228.54
-2757.78	5228.54
-2738.89	5228.54
-2720	5228.54
-2701.11	5228.54
-2682.22	5228.54
-2663.33	5228.54
-2644.44	5228.54
-2625.56	5228.54
-2606.67	5228.54
-2587.78	5228.54
-2568.89	5228.54
-2550	5228.54
-2531.11	5228.54
-2512.22	5228.54
-2493.33	5228.54
-2474.44	5228.54
-2455.56	5228.54
-2436.67	5228.54
-2417.78	5228.54
-2398.89	5228.54
-2380	5228.54
-2361.11	5228.54
-2342.22	5228.54
-2323.33	5228.54
-2304.44	5228.54
-2285.56	5228.54
-2266.67	5228.54
-2247.78	5228.54
-2228.89	5228.54
-2210	5228.54
-2191.11	5228.54
-2172.22	5228.54
-2153.33	5228.54
-2134.44	5228.54
-2115.56	5228.54
-2096.67	5228.54
-2077.78	5228.54
-2058.89	5228.54
