598.33	218.789
598.955	219.281
599.581	219.776
600.208	220.273
600.837	220.774
601.467	221.279
602.099	221.786
602.732	222.297
603.367	222.81
604.003	223.327
604.64	223.848
605.279	224.371
605.919	224.898
606.561	225.428
607.203	225.962
607.847	226.499
608.492	227.039
609.139	227.582
609.786	228.129
610.435	228.679
611.084	229.233
611.735	229.79
612.387	230.351
613.04	230.915
613.694	231.482
614.349	232.053
615.005	232.627
615.661	233.205
616.319	233.786
616.977	234.371
617.637	234.959
618.297	235.551
618.957	236.147
619.619	236.745
620.281	237.348
620.944	237.954
621.607	238.564
622.271	239.177
622.936	239.794
623.601	240.414
624.266	241.038
624.932	241.665
625.598	242.297
626.265	242.931
626.932	243.57
627.599	244.212
628.266	244.858
628.933	245.507
629.601	246.16
630.268	246.817
630.936	247.477
631.604	248.141
632.271	248.808
632.938	249.48
633.606	250.155
634.273	250.833
634.939	251.516
635.606	252.201
636.272	252.891
636.937	253.584
637.603	254.281
638.267	254.982
638.931	255.686
639.595	256.394
640.257	257.106
640.919	257.821
641.581	258.54
642.241	259.262
642.9	259.988
643.559	260.718
644.216	261.451
644.873	262.188
645.528	262.929
646.182	263.673
646.835	264.421
647.486	265.172
648.136	265.927
648.785	266.685
649.432	267.447
650.078	268.213
650.722	268.982
651.364	269.754
652.005	270.53
652.643	271.31
653.28	272.092
653.915	272.879
654.548	273.669
655.179	274.462
655.808	275.258
656.434	276.058
657.059	276.861
657.681	277.668
658.3	278.478
658.917	279.291
659.532	280.107
660.144	280.927
660.753	281.75
661.36	282.576
661.964	283.405
662.565	284.237
663.163	285.073
663.758	285.911
664.35	286.753
664.939	287.597
665.525	288.445
666.107	289.295
666.687	290.149
667.263	291.005
667.835	291.864
668.404	292.726
668.969	293.591
669.531	294.459
670.088	295.329
670.643	296.202
671.193	297.078
671.739	297.956
672.281	298.837
672.82	299.72
673.354	300.606
673.884	301.494
674.41	302.385
674.931	303.278
675.448	304.174
675.961	305.072
676.469	305.972
676.973	306.874
677.472	307.779
677.966	308.685
678.456	309.594
678.941	310.504
679.421	311.417
679.896	312.332
680.366	313.248
680.832	314.167
681.292	315.087
681.747	316.009
682.196	316.932
682.641	317.858
683.08	318.785
683.514	319.713
683.943	320.643
684.366	321.575
684.783	322.507
685.195	323.442
685.602	324.377
686.002	325.314
686.398	326.252
686.787	327.191
687.17	328.131
687.548	329.072
687.92	330.015
688.286	330.958
688.646	331.902
689	332.847
689.349	333.792
689.691	334.739
30.9423	144.595
31.8263	144.005
32.7132	143.42
33.6029	142.839
34.4953	142.263
35.3904	141.692
36.2881	141.126
37.1883	140.565
38.0908	140.008
38.9957	139.456
39.9028	138.908
40.8121	138.366
41.7234	137.828
42.6368	137.295
43.552	136.767
44.4691	136.243
45.3879	135.724
46.3084	135.21
47.2305	134.7
48.1541	134.196
49.0791	133.695
50.0054	133.2
50.9331	132.709
51.8619	132.223
52.7918	131.741
53.7228	131.264
54.6547	130.792
55.5876	130.324
56.5212	129.861
57.4556	129.403
58.3906	128.948
59.3262	128.499
60.2624	128.054
61.199	127.613
62.1359	127.177
63.0732	126.745
64.0107	126.318
64.9483	125.895
65.8861	125.477
66.8239	125.063
67.7616	124.653
68.6992	124.248
69.6367	123.847
70.5739	123.45
71.5108	123.057
72.4473	122.669
73.3834	122.285
74.319	121.905
75.2541	121.529
76.1886	121.158
77.1223	120.79
78.0554	120.427
78.9877	120.067
79.9191	119.712
80.8496	119.361
81.7791	119.013
82.7077	118.67
83.6351	118.331
84.5615	117.995
85.4867	117.664
86.4107	117.336
87.3334	117.012
88.2547	116.692
89.1747	116.376
90.0933	116.063
91.0104	115.754
91.9261	115.449
92.8401	115.147
93.7526	114.849
94.6634	114.555
95.5725	114.264
96.4799	113.977
97.3855	113.694
98.2893	113.413
99.1913	113.137
100.091	112.863
100.99	112.594
101.886	112.327
102.78	112.064
103.672	111.804
104.562	111.548
105.45	111.294
106.336	111.044
107.22	110.797
108.101	110.554
108.98	110.313
109.857	110.076
110.732	109.841
111.605	109.61
112.475	109.382
113.342	109.157
114.208	108.934
115.07	108.715
115.931	108.499
116.789	108.285
117.644	108.074
118.497	107.867
119.348	107.662
120.195	107.459
121.041	107.26
121.883	107.063
122.723	106.869
123.561	106.678
124.395	106.489
125.228	106.303
126.057	106.119
126.884	105.938
127.708	105.759
128.529	105.583
129.347	105.41
130.163	105.239
130.976	105.07
131.786	104.904
132.593	104.74
133.398	104.579
134.199	104.419
134.998	104.263
135.794	104.108
136.587	103.956
137.378	103.805
138.165	103.657
138.95	103.512
139.731	103.368
140.51	103.227
141.286	103.087
142.059	102.95
142.829	102.815
143.596	102.681
144.36	102.55
145.121	102.421
145.88	102.294
146.635	102.168
147.388	102.045
148.137	101.923
148.884	101.804
149.627	101.686
150.368	101.57
151.106	101.456
151.841	101.343
152.572	101.233
153.301	101.124
154.027	101.017
154.75	100.911
155.47	100.807
156.187	100.705
156.902	100.605
157.613	100.506
158.321	100.409
159.026	100.313
159.729	100.219
160.428	100.126
161.125	100.035
161.819	99.9458
162.509	99.8577
163.197	99.7712
163.882	99.6861
164.564	99.6024
165.243	99.5201
165.919	99.4393
166.592	99.3598
167.263	99.2817
167.93	99.2049
168.595	99.1295
169.257	99.0554
169.915	98.9825
170.572	98.911
171.225	98.8407
171.875	98.7717
172.522	98.7039
173.167	98.6373
173.809	98.572
174.448	98.5078
